Tissue	Gene	m	b
Normal	A2M	0.0007037876922517485	0.10446103084587383
Normal	A2ML1	1.9085703190521515	-1.7632585205644515
Normal	A4GALT	0.026126915360978876	-0.11347383677332844
Normal	AAAS	0.0029939933721921577	-0.2028217281039998
Normal	AACS	0.42579791168844966	-1.2462629238245742
Normal	AADAT	-0.224166975005999	0.6980937136753129
Normal	AAGAB	0.04791608914303311	-0.8952296124101699
Normal	AAK1	0.009920776170886629	-0.11266051449078072
Normal	AAMDC	0.09205404935577656	-0.24995779158025525
Normal	AAMP	0.021106419824520724	-0.7924808871415834
Normal	AAR2	0.007127411691587581	-0.1613963535960029
Normal	AARS2	0.022733780670805667	-0.2396270617959326
Normal	AARSD1	148.46452398462776	-116.49945876638746
Normal	AASDH	-0.06855461654429096	0.3896908392086282
Normal	AASDHPPT	0.05153565218222932	-0.4642459649946164
Normal	AASS	0.02453368411738331	-0.5417221561148823
Normal	AATF	0.05496026781414075	-0.9589177654519133
Normal	ABAT	0.36870474856131535	-0.772481265416791
Normal	ABCA1	0.011837784912752199	-0.36470943882315
Normal	ABCA12	0.09611030975808965	-0.6694323695393116
Normal	ABCA3	0.006297809653489499	0.3331164999330614
Normal	ABCA6	0.024397462904996493	0.38021554597095303
Normal	ABCA8	0.05833065949949608	-0.05958880644926881
Normal	ABCB1	0.19809029279339332	-0.35459557924946145
Normal	ABCB10	0.018633007811834967	-0.08685597937985952
Normal	ABCB6	2.511972557443376	-1.3878201679318074
Normal	ABCB7	0.023319161260268763	-0.4169002940782984
Normal	ABCC1	0.017896247586600546	-1.153103325825945
Normal	ABCC10	-0.0724933298449473	0.5407200333308952
Normal	ABCC2	15.132517543875856	-7.153038877972136
Normal	ABCC4	0.03660123798694532	-0.19776718283686062
Normal	ABCC5	0.03773022571680355	-1.2277088184518126
Normal	ABCD1	0.12761034929550374	-0.3854591029146616
Normal	ABCD3	0.01602837382025282	-0.008346816560445926
Normal	ABCD4	0.03600502328634524	-0.11755842607633309
Normal	ABCE1	-0.0014941794823416156	-0.31547325497172796
Normal	ABCF1	0.008552492967800163	-0.38905727046649485
Normal	ABCF3	0.05261013138195923	-0.9235178328324269
Normal	ABCG1	0.028790368501704456	-0.3490048923078717
Normal	ABHD10	0.021921066102349063	-0.2652759770775196
Normal	ABHD11	0.04025289728351005	-0.3175112710445034
Normal	ABHD13	0.04330079681935178	0.03895325483988247
Normal	ABHD14B	0.05926820445490761	-0.21042391362399782
Normal	ABHD17B	0.06918689428987992	-0.36324002650113163
Normal	ABHD17C	-0.03149967470890478	0.5178143600173647
Normal	ABHD3	0.09445490279005804	-0.6328144829125685
Normal	ABHD4	0.022469883699292623	-0.04792031655501481
Normal	ABHD5	0.03210536150398533	-0.23893285684858045
