source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,Cancer
CORUM,CORUM:351,Spliceosome,0.0024545911875406244,True,Spliceosome,135,6424,112,9916,0.017434620174346202,0.8296296296296296,query_1,['CORUM:0000000'],"['THOC5', 'CDC40', 'SF3A3', 'SRSF9', 'SRSF2', 'SRRM2', 'SMU1', 'CPSF6', 'SNRNP70', 'SART1', 'WBP11', 'PRPF18', 'LSM4', 'SRRT', 'LSM3', 'PPIL1', 'PRPF8', 'SRSF7', 'PABPC1', 'DNAJC8', 'PPIL2', 'IK', 'HTATSF1', 'CIRBP', 'THOC2', 'SNU13', 'SF3A2', 'DHX9', 'CRNKL1', 'SNRPD2', 'ACIN1', 'SNRNP40', 'CDC5L', 'SF3B6', 'PPM1G', 'SF3B2', 'PRPF6', 'SNRPF', 'EFTUD2', 'PPIE', 'TRA2B', 'SMNDC1', 'THOC6', 'SF3B4', 'SNRNP27', 'PRPF3', 'TFIP11', 'LSM7', 'SRSF5', 'CD2BP2', 'BUD31', 'RBM17', 'DDX3X', 'LSM2', 'PRPF4B', 'SNRNP200', 'DDX5', 'SF3B1', 'WTAP', 'CDK12', 'U2SURP', 'SNRPG', 'SRSF4', 'U2AF2', 'CWC15', 'PRPF40A', 'SNRPB2', 'USP39', 'RBM39', 'RBM15', 'SRSF1', 'SYF2', 'THOC1', 'MOV10', 'PAXBP1', 'AQR', 'DDX23', 'PRPF31', 'SRSF11', 'DDX39B', 'PPIH', 'DDX17', 'MFAP1', 'NCBP2', 'CTNNBL1', 'SF1', 'DDX46', 'SNRPA1', 'SRRM1', 'SNW1', 'SNRPA', 'RNPS1', 'RBM8A', 'BUD13', 'SRSF3', 'PRPF19', 'THOC7', 'RBM22', 'DHX8', 'CWC22', 'LSM6', 'THOC3', 'PPIL3', 'NCBP1', 'BCAS2', 'PUF60', 'DHX15', 'ZNF207', 'SNRPC', 'SRSF6', 'RBM25', 'PLRG1']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:1201,TRF1-TIN2 complex,0.0027430504533923223,True,TRF1-TIN2 complex,4,1020,4,9916,0.00392156862745098,1.0,query_1,['CORUM:0000000'],"['POT1', 'TINF2', 'TERF1', 'ACD']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:610,MSL complex,0.0029878448656526866,True,MSL complex,4,1042,4,9916,0.003838771593090211,1.0,query_1,['CORUM:0000000'],"['MSL2', 'KANSL1', 'MSL3', 'KAT8']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:3061,"RNA polymerase II complex (CBP, PCAF, RPB1, BAF47, CYCC, CDK8), chromatin structure modifying",0.007814377790800261,True,"RNA polymerase II complex (CBP, PCAF, RPB1, BAF47, CYCC, CDK8), chromatin structure modifying",5,320,3,9916,0.009375,0.6,query_1,['CORUM:0000000'],"['KAT2B', 'CDK8', 'SMARCB1']","[['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:1544,PPP2CA-PPP2R1A-PPP2R3A complex,0.009236620302914906,True,PPP2CA-PPP2R1A-PPP2R3A complex,3,716,3,9916,0.004189944134078212,1.0,query_1,['CORUM:0000000'],"['PPP2R1A', 'PPP2R3A', 'PPP2CA']","[['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:301,SMCC complex,0.011580281055511897,True,SMCC complex,17,6321,17,9916,0.0026894478721721246,1.0,query_1,['CORUM:0000000'],"['CDK8', 'MED7', 'MED1', 'MED16', 'MED27', 'MED6', 'MED21', 'MED12', 'CCNC', 'MED20', 'MED10', 'MED31', 'MED14', 'MED24', 'THRAP3', 'MED17', 'MED13']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:338,"40S ribosomal subunit, cytoplasmic",0.014430432237612935,True,"40S ribosomal subunit, cytoplasmic",31,6221,28,9916,0.004500884102234368,0.9032258064516129,query_1,['CORUM:0000000'],"['RPS2', 'RPS28', 'RPS21', 'RPS4X', 'RPS18', 'RPS23', 'RPS6', 'RPS17', 'RPS19', 'RPS26', 'RPS25', 'RPS3', 'RPS15A', 'FAU', 'RPS12', 'RPS20', 'RPS5', 'RPS7', 'RPS10', 'RPS13', 'RPS11', 'RPS3A', 'RPS29', 'RPS27A', 'RPS14', 'RPS15', 'RPS24', 'RPS16']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:230,Mediator complex,0.014629892973920245,True,Mediator complex,32,6321,29,9916,0.004587881664293625,0.90625,query_1,['CORUM:0000000'],"['CDK8', 'MED7', 'MED26', 'MED29', 'MED22', 'MED1', 'MED16', 'MED27', 'MED8', 'MED25', 'MED23', 'MED6', 'MED21', 'MED12', 'CCNC', 'MED9', 'MED19', 'MED18', 'MED20', 'MED10', 'MED31', 'MED15', 'MED14', 'MED28', 'MED24', 'MED17', 'MED30', 'MED13L', 'MED13']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:138,Telomere-associated protein complex,0.015926794829771856,True,Telomere-associated protein complex,6,1645,5,9916,0.00303951367781155,0.8333333333333334,query_1,['CORUM:0000000'],"['POT1', 'TINF2', 'TERF1', 'ACD', 'TERF2']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
CORUM,CORUM:1197,Telomere-associated protein complex,0.015926794829771856,True,Telomere-associated protein complex,6,1645,5,9916,0.00303951367781155,0.8333333333333334,query_1,['CORUM:0000000'],"['POT1', 'TINF2', 'TERF1', 'ACD', 'TERF2']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",CCRCC
