source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,Cancer
HP,HP:0001414,Microvesicular hepatic steatosis,0.001700324220419187,True,"A form of hepatic steatosis characterized by the presence of small, lipid-laden vesicles in the affected hepatocytes.",14,130,5,9747,0.038461538461538464,0.35714285714285715,query_1,['HP:0001397'],"['BCS1L', 'TFAM', 'ACAD9', 'LRPPRC', 'NGLY1']","[['HP'], ['HP'], ['HP'], ['HP'], ['HP']]",HNSCC
CORUM,CORUM:6447,TIM23-TOM22-TIM50-HSD3B2 complex,0.0019960142440388685,True,TIM23-TOM22-TIM50-HSD3B2 complex,3,16,2,9747,0.125,0.6666666666666666,query_1,['CORUM:0000000'],"['TOMM22', 'TIMM50']","[['CORUM'], ['CORUM']]",HNSCC
CORUM,CORUM:5872,BRAF-MAP2K1-MAP2K2-YWHAE complex,0.017541641935019135,True,BRAF-MAP2K1-MAP2K2-YWHAE complex,4,1048,4,9747,0.003816793893129771,1.0,query_1,['CORUM:0000000'],"['YWHAE', 'BRAF', 'MAP2K1', 'MAP2K2']","[['CORUM'], ['CORUM'], ['CORUM'], ['CORUM']]",HNSCC
KEGG,KEGG:00970,Aminoacyl-tRNA biosynthesis,0.03942172716280003,True,Aminoacyl-tRNA biosynthesis,22,314,7,9747,0.022292993630573247,0.3181818181818182,query_1,['KEGG:00000'],"['HARS2', 'DARS2', 'IARS2', 'FARS2', 'MARS2', 'PARS2', 'TARS2']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]",HNSCC
HPA,HPA:0461402,skin 1; cells in corneal layer[≥Medium],3.7998683280441575e-07,True,skin 1; cells in corneal layer[≥Medium],51,1073,24,11402,0.022367194780987885,0.47058823529411764,query_1,['HPA:0461401'],"['KLK8', 'SERPINB4', 'SAR1B', 'LYPD3', 'PRC1', 'S100A7', 'BLMH', 'IDH3A', 'KRT6A', 'DSC3', 'KRT15', 'S100A14', 'KRT6C', 'SERPINB5', 'SERPINB3', 'SRSF7', 'DMKN', 'TACO1', 'A2ML1', 'S100A16', 'TEX30', 'DSG1', 'HSPE1', 'KRT6B']","[['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported']]",LSCC
HPA,HPA:0471401,skin 2; cells in corneal layer[≥Low],3.8900279177273727e-07,True,skin 2; cells in corneal layer[≥Low],116,315,20,11402,0.06349206349206349,0.1724137931034483,query_1,['HPA:0470000'],"['KLK8', 'SERPINB4', 'SAR1B', 'ANXA1', 'LYPD3', 'PRC1', 'S100A7', 'KRT17', 'EIF5', 'IDH3A', 'KRT6A', 'DSC3', 'SBSN', 'DSC2', 'STOML2', 'EZR', 'KRT15', 'KRT13', 'ATP2B1', 'S100A14']","[['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced']]",LSCC
HPA,HPA:0461403,skin 1; cells in corneal layer[High],2.2217530903060016e-06,True,skin 1; cells in corneal layer[High],29,147,8,11402,0.05442176870748299,0.27586206896551724,query_1,['HPA:0461402'],"['SERPINB4', 'SAR1B', 'LYPD3', 'S100A7', 'BLMH', 'IDH3A', 'KRT6A', 'DSC3']","[['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced']]",LSCC
HPA,HPA:0471411,skin 2; cells in spinous layer[≥Low],4.522235495246386e-06,True,skin 2; cells in spinous layer[≥Low],803,1573,178,11402,0.11315956770502225,0.22166874221668742,query_1,['HPA:0470000'],"['KLK8', 'BAG3', 'ADSL', 'SERPINB4', 'SAR1B', 'FGFR3', 'ANXA1', 'LYPD3', 'KRT14', 'PRC1', 'S100A2', 'S100A7', 'RFC5', 'EIF5', 'KIF22', 'VDAC2', 'SERPINB13', 'EIF4EBP1', 'C1QBP', 'KRT5', 'IDH3A', 'KRT6A', 'DSC3', 'SBSN', 'NUDT8', 'DSC2', 'STOML2', 'KPNB1', 'CA12', 'UBA2', 'TIMELESS', 'CENPF', 'USP16', 'HNRNPM', 'EZR', 'MAPRE1', 'TRAP1', 'KRT15', 'KRT13', 'NSRP1', 'SDC1', 'ATP2B1', 'FAT2', 'TFDP1', 'S100A14', 'ACTL6A', 'CHMP1B', 'PKP1', 'KLF4', 'PPFIA3', 'TIMM44', 'GRHL3', 'TXNL1', 'CDCP1', 'KRT6C', 'CAPN1', 'SYNCRIP', 'ETFB', 'SERPINB5', 'SLC1A5', 'ZC3H15', 'IVL', 'BAZ1B', 'STAT3', 'SDC4', 'IL1RN', 'TP63', 'NOLC1', 'NOL11', 'CDV3', 'SERPINB3', 'NCOR1', 'CLCA2', 'TRA2B', 'BICD2', 'CACYBP', 'TFAP2C', 'SRSF7', 'ANXA2', 'FGFBP1', 'SOX15', 'EIF4A3', 'KIFC1', 'MSN', 'TFAP2A', 'AKAP8', 'DMKN', 'TACO1', 'SSBP1', 'TTF1', 'CALML3', 'SPRR1A', 'LY6D', 'A2ML1', 'GYG1', 'EIF6', 'TMEM79', 'DNAJB1', 'GRPEL1', 'NFKB2', 'CCNA2', 'HSPD1', 'GPC1', 'BAG1', 'PRDX6', 'ILF3', 'RFC1', 'HSP90AB1', 'CCNB1', 'S100A16', 'HEXIM1', 'CCT8', 'TOP2A', 'TYMS', 'DSG1', 'PAPOLA', 'RAD23B', 'TOLLIP', 'TMEM40', 'HSPE1', 'DLGAP5', 'ORC6', 'KRT6B', 'AKR1C1', 'DHRS3', 'VPS37B', 'APTX', 'MEIS2', 'ACAD9', 'MPHOSPH10', 'CSE1L', 'UGT1A6', 'MLF2', 'RACGAP1', 'ZNF24', 'SUPT16H', 'RFC4', 'TFDP2', 'PPFIBP2', 'MDH2', 'CDC20', 'UGDH', 'C9orf78', 'PRKDC', 'DNAJC9', 'HMGA1', 'DNTTIP2', 'ANP32B', 'RANBP1', 'HPRT1', 'GAPDH', 'NCL', 'BLVRB', 'DSG2', 'KNSTRN', 'CDCA5', 'JUP', 'RHCG', 'SDR16C5', 'DNAJB6', 'JAG1', 'PI3', 'SHC1', 'PICALM', 'UBQLN2', 'DSP', 'SFPQ', 'KHDRBS1', 'ANLN', 'SPRR4', 'CDC37', 'HNRNPK', 'ZNF703', 'PPA1', 'HNRNPH2', 'TOMM22', 'VRK1', 'SUCLA2']","[['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Approved'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced']]",LSCC
HPA,HPA:0461401,skin 1; cells in corneal layer[≥Low],4.857341232263744e-06,True,skin 1; cells in corneal layer[≥Low],76,173,12,11402,0.06936416184971098,0.15789473684210525,query_1,['HPA:0460000'],"['KLK8', 'SERPINB4', 'SAR1B', 'LYPD3', 'PRC1', 'S100A7', 'EIF5', 'BLMH', 'IDH3A', 'KRT6A', 'DSC3', 'DSC2']","[['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced']]",LSCC
REAC,REAC:R-HSA-6809371,Formation of the cornified envelope,6.078413911342994e-06,True,Formation of the cornified envelope,67,399,20,11402,0.05012531328320802,0.29850746268656714,query_1,['REAC:R-HSA-6805567'],"['KLK8', 'KRT14', 'SPRR1B', 'KRT17', 'SPRR2D', 'KRT5', 'KRT6A', 'DSC3', 'DSC2', 'KRT23', 'PKP2', 'KRT15', 'KRT13', 'KRT16', 'DSG3', 'SPINK5', 'PKP1', 'KRT8', 'KRT6C', 'CAPN1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",LSCC
