Tissue	Gene	m	b
Normal	A2M	8.332385852742156	-199.82990536480202
Normal	A2ML1	1.2024997897630467	-15.39375778180507
Normal	A4GALT	33.382939654377786	-557.4386640018668
Normal	AAAS	-18.659269471886567	321.17249783925087
Normal	AACS	3.6079145837554356	-55.89055889901038
Normal	AAGAB	110.8653781975079	-1977.2868383175667
Normal	AAK1	15.903836258998782	-266.957615327953
Normal	AAMDC	11.85879299130657	-202.60411593038535
Normal	AAMP	12.045639227119754	-228.0450643566288
Normal	AAR2	59.6969570789339	-1060.800757623526
Normal	AARS2	8.99425518676361	-152.63376830643716
Normal	AARSD1	109.54513095852714	-1530.216632971283
Normal	AASDHPPT	9.19792962562175	-153.72620101659328
Normal	AASS	7.380776845098916	-136.9342938822535
Normal	AATF	54.42798786364003	-957.7339673388202
Normal	ABAT	3.249359249574154	-49.992420433474784
Normal	ABCA1	3.2403214416330295	-62.524079944539324
Normal	ABCA12	-0.3458371132097731	2.9477609117731878
Normal	ABCA3	2.100105577958211	-40.84072029167508
Normal	ABCA6	24.836105054106238	-435.6271981297441
Normal	ABCA8	3.6009879163450864	-63.544583807193746
Normal	ABCB1	1.9673504516058753	-30.460371547966787
Normal	ABCB10	39.82218832783929	-679.1473569083328
Normal	ABCB6	14.61075857094174	-191.2329874325555
Normal	ABCB7	61.986901795260856	-1101.1531290968846
Normal	ABCC1	26.557782134916827	-478.6665786528603
Normal	ABCC10	174.42248439085964	-2831.046071371416
Normal	ABCC2	34.6287398635075	-458.0523036536926
Normal	ABCC4	2.8610297055294014	-50.68595135116609
Normal	ABCC5	113.40390000083607	-1943.107831604118
Normal	ABCD1	2.2182176154626405	-35.15225252179791
Normal	ABCD3	13.607099646881595	-243.08951684129067
Normal	ABCD4	44.998811104589194	-745.1862679899343
Normal	ABCE1	-0.4151216960979946	6.507339138344981
Normal	ABCF1	-8.493519320728039	154.26298380678358
Normal	ABCF3	28.339298777206416	-498.2005191425092
Normal	ABCG1	3.2331391676719337	-58.98355015193128
Normal	ABHD10	15.926632455397813	-275.34270995229247
Normal	ABHD11	8.783143320768804	-146.253584041259
Normal	ABHD13	16.390801250112034	-274.6842838628291
Normal	ABHD14B	8.30562666876931	-147.26581736631988
Normal	ABHD17B	9.737793300951182	-164.73562036759984
Normal	ABHD17C	88.46735379620743	-1497.319309184162
Normal	ABHD3	16.534668402181413	-276.72935911453686
Normal	ABHD4	7.6009895379384345	-127.7025522297729
Normal	ABHD5	2.9387047606461727	-53.01542261474454
Normal	ABHD6	2.694145570727496	-44.12468012563279
Normal	ABI1	51.01431178457406	-951.9135417951293
Normal	ABI3	1.4195089050729446	-23.732590354403087
Normal	ABL1	-6.9414686306174485	127.36978150397744
Normal	ABL2	-0.6122578106135741	11.164227811138753
Normal	ABLIM2	4.753281950814158	-66.29689634045648
Normal	ABR	6.2816905135026	-112.01172172466752
Normal	ABRACL	4.593147883864115	-82.21347261423371
Normal	ABT1	-45.80432822728241	793.1981825940672
Normal	ABTB1	125.7852885703063	-2127.4346648290552
Normal	ABTB2	-31.446537742904532	459.1619265335432
Normal	ACAA1	8.121887153662609	-139.0208114956725
Normal	ACAA2	8.686455991946003	-152.3686851486233
Normal	ACACA	2.952887686512789	-53.65548610823404
Normal	ACAD10	53.97850879079023	-874.9878522120557
Normal	ACAD8	8.972705268202647	-146.9725813821543
Normal	ACAD9	98.14295982809985	-1753.2147434722215
Normal	ACADL	56.57390472967486	-1014.0667033272828
Normal	ACADM	97.2516939607562	-1686.318806897358
Normal	ACADS	12.439515540475002	-215.92260564059245
Normal	ACADSB	7.919878332172207	-136.5852729091221
Normal	ACADVL	6.283391101079803	-125.18163109389063
Normal	ACAP1	1.2452867752254002	-19.652040310226035
Normal	ACAP2	-4.183258186023381	74.85642851036977
Normal	ACAP3	22.57665621636215	-371.43793426524
Normal	ACAT1	10.214893417695396	-178.6051262711607
Normal	ACAT2	2.802499912328426	-47.54502307497202
Normal	ACBD3	-6.014503477358285	111.90549506359078
Normal	ACBD5	12.120361334574731	-214.29435776055746
Normal	ACBD7	1.8002097855440682	-23.702442070225917
Normal	ACD	13.143843668987293	-209.77449011079267
Normal	ACE	4.562837331251874	-76.26019589980396
Normal	ACKR3	7.758428404174807	-143.8268319083534
Normal	ACLY	108.49246375965146	-2077.7076234849605
Normal	ACO1	5.64152390448533	-100.01835524828923
Normal	ACO2	7.952927143677464	-149.00801948247198
Normal	ACOT11	4.457137434931557	-68.44663347304362
Normal	ACOT13	10.423611961539029	-171.96642241660498
Normal	ACOT2	9.034927028883184	-151.70309626094
Normal	ACOT7	1.9074456130510624	-32.57613938308107
Normal	ACOT8	-19.673015341861955	319.6442961130953
Normal	ACOT9	107.8925922758544	-1931.2253987111944
Normal	ACOX2	3.2547815138411496	-51.1418424693751
Normal	ACOX3	8.657228382552635	-147.8978468109958
Normal	ACP1	139.82626578732982	-2527.629546154176
Normal	ACP2	2.765799917322845	-49.24261516036882
Normal	ACP6	3.964172291614846	-59.2615790164491
Normal	ACSF2	5.677528769420785	-97.88536868760112
Normal	ACSF3	55.421446910987044	-881.9180951659109
Normal	ACSL1	2.017785085248551	-39.27777286713817
Normal	ACSL3	3.88289265846664	-72.04919137707674
Normal	ACSL4	2.8224102777486886	-53.951899693990676
Normal	ACSL5	5.787157072088873	-108.35355715322832
Normal	ACSS1	4.549806722334789	-78.86147257482607
Normal	ACSS3	6.045837583245193	-97.05415150694952
Normal	ACTA2	4.352963855307125	-89.7078311543893
Normal	ACTB	8.280750883297301	-198.17523184183875
Normal	ACTBL2	-0.14014967576483178	2.183411600160155
Normal	ACTG1	-16.098038185859533	374.0315520867985
Normal	ACTG2	3.835130454810467	-64.96353772019772
Normal	ACTL6A	12.215393810680931	-210.93803621358964
Normal	ACTN1	13.91114227888615	-254.26317955158672
Normal	ACTN2	3.201497602316543	-45.61762817400892
Normal	ACTN3	118.82346543229386	-1142.2044585752358
Normal	ACTN4	16.281703091219526	-329.78711972616975
Normal	ACTR1A	189.7394928275131	-3621.9374606754814
Normal	ACTR1B	9.12978119233053	-170.44808153611308
Normal	ACTR5	33.53765796224054	-547.2179260408411
Normal	ACTR6	-5.837837119830224	95.54091137264886
Normal	ACTR8	16.85513799505894	-293.1670917476494
Normal	ACVR1	118.3293468612295	-2063.1353826561963
Normal	ACVRL1	3.0643440081927844	-57.543223840103785
Normal	ACYP1	10.050124612657306	-160.29079683788385
Normal	ADA	1.7750345561379588	-29.016449012349305
Normal	ADAL	11.211324102919216	-169.87402387612332
Normal	ADAM12	183.03241906020114	-2511.2879526937268
Normal	ADAM15	15.998234116705719	-292.56226388177623
Normal	ADAM17	1.217274898501899	-23.82025328876725
Normal	ADAM23	-32.74264393827811	458.3548996415643
Normal	ADAM28	6.7944267206005895	-106.39472715844029
Normal	ADAM8	2.991115463426616	-50.857862430830245
Normal	ADAM9	14.209865461149043	-276.85971871777093
Normal	ADAMDEC1	-0.20840284378963927	1.524734117517494
Normal	ADAMTS12	11.07278695611553	-179.91905240538085
Normal	ADAMTS15	14.15623192048948	-230.53461809441586
Normal	ADAMTS16	0.8676502713360497	-13.459487905817618
Normal	ADAMTS2	6.320190219806285	-106.20520590595365
Normal	ADAMTS4	0.15035913642162715	-2.7226310273678487
Normal	ADAMTS5	17.12334160023912	-247.537738893008
Normal	ADAMTS7	7.05874614915573	-105.89303072965753
Normal	ADAMTS8	37.18379771609548	-659.4416755294249
Normal	ADAMTSL3	3.5130564880476336	-58.704091417539644
Normal	ADAMTSL4	3.9101572497541626	-67.71436296065305
Normal	ADAP1	1.8551460248332587	-26.14228836133383
Normal	ADAP2	2.1496620087069287	-36.29535201252406
Normal	ADAR	108.53014739057345	-2172.576482337362
Normal	ADCK1	30.160932109563685	-451.28631035290465
Normal	ADCK5	168.91024319232207	-2623.1384452518464
Normal	ADCY3	14.112269567415176	-247.62567398701108
Normal	ADCY6	18.219241984558657	-313.3927720604882
Normal	ADCY7	56.83558771136627	-1040.8606473824793
Normal	ADCY9	5.5250285307788785	-94.81704566218728
Normal	ADD2	7.101973160618355	-92.82367475796362
Normal	ADH1B	3.2340687240411836	-65.18255311433035
Normal	ADH1C	33.401752497472096	-517.390026958712
Normal	ADH7	0.9440290461079754	-15.446848184124946
Normal	ADI1	77.30687117102288	-1389.7096488276252
Normal	ADIRF	4.016911301274721	-82.08474960962714
Normal	ADM	-4.195425086672596	73.20831237940557
Normal	ADNP	8.832446884939802	-163.99330392629923
Normal	ADNP2	-91.71540900678215	1582.4192369761333
Normal	ADO	6.695175446626673	-113.95869707742125
Normal	ADPGK	5.086917128667843	-93.68038461477386
Normal	ADPRH	3.355912914476839	-56.99322483848308
Normal	ADRM1	-15.350110344610828	287.1439033442082
Normal	ADSL	193.05806624003839	-3297.1297382218913
Normal	AEBP1	2.3572135623776336	-45.572929378566926
Normal	AEBP2	-92.99238511165701	1566.7509146747166
Normal	AFAP1	4.716398374646673	-78.2541514363666
Normal	AFAP1L1	2.287869369657323	-40.064247164586945
Normal	AFAP1L2	1.317355787468732	-20.838469947107246
Normal	AFF1	109.36793681366832	-2063.139710852075
Normal	AFF4	-2.3950426485903664	45.118418063974346
Normal	AFG3L2	117.01440388332149	-2083.3069344746796
Normal	AFMID	70.03675790431919	-1174.242628864404
Normal	AFTPH	-22.491141285632857	409.96866856753195
Normal	AGA	19.157983531033874	-325.72920974041534
Normal	AGAP2	7.004496234353534	-107.58613246147904
Normal	AGAP3	84.18898599070822	-1430.1488154384397
Normal	AGER	3.9875254863745044	-87.89551308779993
Normal	AGFG1	-0.16738008082764003	3.502994193433875
Normal	AGFG2	2.6225150399472703	-42.07940293446263
Normal	AGK	-57.577325740892185	947.0490472691977
Normal	AGO2	1.5964959942828556	-27.68105352116803
Normal	AGO4	95.30147618808664	-1723.7013924643222
Normal	AGPAT1	105.15335103686178	-1835.9806573246844
Normal	AGPAT3	6.587979577310429	-114.04200507178635
Normal	AGPAT4	4.5930775831469335	-76.4214244233111
Normal	AGPAT5	57.118120592987864	-938.986942550094
Normal	AGR2	2.2338122409845727	-41.58507560970773
Normal	AGR3	3.077888476515221	-58.50592142099245
Normal	AGRN	47.04354348712397	-828.4640556830008
Normal	AGTRAP	8.625260057579773	-155.28371187511996
Normal	AHCTF1	3.5406926229218065	-63.99008253073038
Normal	AHCY	100.93216087252972	-1846.7815356621734
Normal	AHCYL1	-8.437944435614385	162.37149648507403
Normal	AHCYL2	4.829033630683436	-91.09267487743077
Normal	AHDC1	18.9786239684854	-296.77470823518826
Normal	AHNAK2	2.1019142054937916	-35.32123430162352
Normal	AHSA1	8.304470941491644	-154.62090153491735
Normal	AHSG	0.4590215220390488	-1.9075314130658545
Normal	AHSP	3.384269734452166	-37.369887214488955
Normal	AIDA	6.9027907772471275	-119.55168877501504
Normal	AIF1	2.5110149832244693	-48.00419321367587
Normal	AIF1L	2.681412344607596	-43.16569023114618
Normal	AIFM1	7.143341490818158	-121.77038251747031
Normal	AIMP1	-21.191428692164784	375.21024019588947
Normal	AIMP2	37.98150531273732	-644.1380195384786
Normal	AJUBA	2.249447874870796	-38.001745165842664
Normal	AK1	4.156691410438147	-66.66761573741901
Normal	AK2	23.956688413893303	-441.64789186487883
Normal	AK3	30.447741166972353	-548.9155279452624
Normal	AK4	1.9561302150308064	-29.167431837115217
Normal	AKAP1	2.1245178465956265	-38.48460195614856
Normal	AKAP10	9.011743592525278	-161.34192389600526
Normal	AKAP11	-4.083163379165455	75.23569992673339
