Tissue	Gene	m	b
Normal	AACS	0.3104117532527301	-3.5380861542669058
Normal	AAGAB	41.23413281915703	-426.0422660364917
Normal	AAK1	-0.0499205988716995	0.9205416348717362
Normal	AARS2	-11.584662389174143	122.30410864025957
Normal	AASS	0.7322120155321601	-8.273060488959185
Normal	ABCC4	0.04702200516320465	-0.8776597339131683
Normal	ABCG1	0.1535648509337295	-2.359977765126841
Normal	ABHD6	1.3034060742463613	-11.476844765082182
Normal	ABI3BP	0.03859340814357324	2.1405258225278962
Normal	ABR	0.3893337409448377	-4.119408401473096
Normal	ABRACL	1.9147834736059073	-17.461879136799865
Normal	ACAA2	-2.756372909190788	28.83554779297154
Normal	ACACA	0.447583432198901	-5.779453142303047
Normal	ACAD8	-10.114847696987704	95.24186140225027
Normal	ACADL	-0.03749958887626857	0.28216938730089924
Normal	ACADS	0.06842489954103778	-0.708089196883903
Normal	ACAP2	0.29774270517440704	-3.319116601691672
Normal	ACBD7	53.83549752842465	-519.1572018109945
Normal	ACOT11	-2.886302995959518	26.817305830517704
Normal	ACOT13	2.927232994786529	-29.014404184373795
Normal	ACOT7	0.2607181413514828	-2.363778499574808
Normal	ACOT8	108.5411120448887	-900.310440044826
Normal	ACOX3	-4.574654220488351	43.20435781073233
Normal	ACP5	0.06720017101131182	-0.5619456341170822
Normal	ACSF2	2.2345552809673883	-19.989210271389428
Normal	ACSF3	-2.2867818639158246	21.258883067502225
Normal	ACSL4	0.2122117529314272	-2.902771079974635
Normal	ACSL5	0.5544793798603523	-6.643125987950694
Normal	ACSS1	0.22170648829773593	-2.2958925119736215
Normal	ACSS2	0.5499845281239232	-5.608474455657028
Normal	ACSS3	0.3968690579464927	-3.9763651355996403
Normal	ACTR1A	0.17435635242062889	-1.799110061232823
Normal	ACTR1B	-1.0303717939717731	11.73526068644835
Normal	ACY3	0.3252943233422521	-1.8347554053729294
Normal	ADA	0.4059500995960647	-2.798643560755283
Normal	ADAM28	0.09199940765612771	-1.3265504941639752
Normal	ADAM9	0.17104217719888712	-2.611696606598613
Normal	ADARB1	-0.13875786687257527	2.661821033692914
Normal	ADD2	-0.0808455461978195	0.8701180664889581
Normal	ADPRH	0.7077684144503461	-5.843766860905558
Normal	AEBP1	0.33326277620173833	-2.708834532384663
Normal	AFAP1L2	0.8741447574789021	-8.78649582070098
Normal	AGMAT	4.1669417203532095	-30.528060841667962
Normal	AGPAT1	-3.702729012130976	38.48726918419508
