Tissue	Gene	m	b
Normal	AADAC	0.5997380531227569	17.448712020262498
Normal	AASDHPPT	0.1661573201456976	23.169843515122576
Normal	AASS	1.0218468352609675	13.29391240243835
Normal	ABAT	0.828156126414704	16.0074100260933
Normal	ABCA12	0.27143643061994865	17.487236164929055
Normal	ABCC4	4.334853337147491	-20.43045878915773
Normal	ABCC5	0.28891003014882677	19.161420561314024
Normal	ABCD1	0.5322117927909122	19.230806294164882
Normal	ABCE1	0.29912710981023816	23.02360838855981
Normal	ABCF1	0.31460093567687514	22.583025623498262
Normal	ABCF3	0.805442328312838	16.41987117145337
Normal	ABHD11	0.368414202307118	22.242111202454335
Normal	ABHD16A	-0.08377928692761388	24.87783552406096
Normal	ABHD17B	4.306752981145829	-20.461813078787436
Normal	ABHD17C	-0.7128730772352143	28.040688122874506
Normal	ABI2	1.0375558286082813	11.572987832412181
Normal	ABI3BP	0.9646111882864966	17.267706065332643
Normal	ABLIM1	1.2495424193198599	9.370751441939401
Normal	ABTB1	2.61208180363452	-0.5758789404618474
Normal	ACACB	0.9269748453778096	12.839412786670607
Normal	ACAD8	3.9842058258571114	-16.83443640677331
Normal	ACAD9	3.208770702567825	-9.091153884238173
Normal	ACADL	0.8162404744896808	16.32217527590683
Normal	ACADM	2.5643766104444423	-1.3123035476515048
Normal	ACADS	1.4497634036156781	12.047369578298515
Normal	ACADSB	1.6962528270136263	6.513897941143607
Normal	ACAN	0.6788794379688426	22.049102202660425
Normal	ACAP2	0.5934714959498801	18.10118503704502
Normal	ACAT1	1.2992191094247068	14.470876014236486
Normal	ACHE	0.1972647983332415	18.559780640333326
Normal	ACLY	0.8505861808219723	17.050739342606807
Normal	ACOT7	0.183449028578799	24.699622914208017
Normal	ACP5	-0.1508044052159468	24.616922091996106
Normal	ACSF3	1.0697984522307773	14.671896831999666
Normal	ACSL1	2.8225308699910916	-9.682397673127513
Normal	ACSL4	0.29180470411030307	22.080613958676125
Normal	ACSS1	0.8316058741777387	16.546734293033918
Normal	ACTBL2	-0.02594197758895668	27.46615790571376
Normal	ACTN1	0.3412837211090142	24.73682334079257
Normal	ACTN3	0.6780077390826043	20.934631205230044
Normal	ACTR1A	0.6507503297067095	19.844487328878607
Normal	ACTR3	0.28025427924399154	24.697373328854535
Normal	ACVR1	1.7706631896059217	4.639231634796131
Normal	ACYP2	2.8433131200781765	0.2347548104578315
Normal	ADAM15	0.34017027721889626	19.01563554026313
Normal	ADAMTS4	0.19705588818711955	18.56237015571556
Normal	ADAMTSL4	0.2959042034805344	21.367155164468336
Normal	ADH1B	0.3869077730949198	24.934898842070798
Normal	ADH4	0.8383323472567648	17.708259815439565
Normal	ADH5	0.7772870033201388	19.7947659033037
Normal	ADH7	0.9050144966794521	17.147150782637922
Normal	ADHFE1	1.2781115722857233	11.813814228408464
Normal	ADIRF	0.5636248342353739	22.1400622765029
Normal	ADNP	0.7558101907880036	15.382623399231653
Normal	ADO	0.9073736270152549	16.478244403888986
Normal	ADPRHL1	0.9860151777168557	17.23239242531128
Normal	AEBP1	0.13027555895932366	24.808937678101586
Normal	AEBP2	-4.815375945215425	66.42552526629875
Normal	AFAP1	0.4350941137321975	22.04761004406873
Normal	AFAP1L2	0.32453204645119277	21.148930365235667
Normal	AFF4	1.2048720531158603	6.251576604166589
Normal	AGFG1	0.3476925538241984	21.882841823433246
Normal	AGFG2	0.6336149582549746	17.862012739908415
Normal	AGK	0.5835634486625709	18.502743576630593
Normal	AGL	1.2007590065357632	12.623055724787319
